Commentary,MatchReport
"Fourth official has announced 2 minutes of added time. Corner, Leicester City. Conceded by Lewis Hall. Attempt blocked. Oliver Skipp (Leicester City) right footed shot from outside the box is blocked. Attempt blocked. Jamie Vardy (Leicester City) header from the centre of the box is blocked. Assisted by James Justin. First Half ends, Newcastle United 1, Leicester City 0. Substitution Second Half begins Newcastle United 1, Leicester City 0. Sandro Tonali (Newcastle United) wins a free kick in the attacking half. Foul by Bilal El Khannouss (Leicester City). GOAL! GOAL! Foul by Tino Livramento (Newcastle United). Kasey McAteer (Leicester City) wins a free kick in the defensive half. Attempt missed. Jacob Murphy (Newcastle United) right footed shot from the centre of the box is just a bit too high. Assisted by Alexander Isak following a fast break. Anthony Gordon (Newcastle United) wins a free kick in the defensive half. Foul by James Justin (Leicester City). Attempt saved. Kasey McAteer (Leicester City) right footed shot from the left side of the box is saved in the bottom right corner. Assisted by Bilal El Khannouss. Attempt saved. Alexander Isak (Newcastle United) right footed shot from the centre of the box is saved in the centre of the goal. Assisted by Jacob Murphy. Substitution Substitution Substitution GOAL! Attempt blocked. Sandro Tonali (Newcastle United) right footed shot from outside the box is blocked. Substitution Substitution Substitution Lewis Hall (Newcastle United) wins a free kick in the defensive half. Foul by Patson Daka (Leicester City).",Newcastle lead Leicester City 1-0 at halftime. Kasey McAteer had a shot saved for Leicester. Alexander Isak also had a shot saved for Newcastle. Sandro Tonali won a free kick. Both teams had substitutions. Another goal was scored for Newcastle making the score 2-0.
"Corner, Newcastle United. Conceded by Victor Kristiansen. Attempt blocked. Anthony Gordon (Newcastle United) right footed shot from the right side of the box is blocked. Assisted by Sean Longstaff. Foul by Joelinton (Newcastle United). James Justin (Leicester City) wins a free kick in the defensive half. Yellow card Attempt blocked. Harvey Barnes (Newcastle United) left footed shot from the right side of the box is blocked. Assisted by Alexander Isak. Attempt missed. Sandro Tonali (Newcastle United) right footed shot from the right side of the box is close, but misses to the right. Substitution Foul by William Osula (Newcastle United). Caleb Okoli (Leicester City) wins a free kick in the defensive half. Offside, Leicester City. James Justin is caught offside. Attempt missed. Harvey Barnes (Newcastle United) left footed shot from outside the box is close, but misses to the right. Assisted by Anthony Gordon. Attempt saved. Harvey Barnes (Newcastle United) right footed shot from the right side of the box is saved in the centre of the goal. Assisted by William Osula. Foul by Facundo Buonanotte (Leicester City). Anthony Gordon (Newcastle United) wins a free kick in the attacking half. Anthony Gordon (Newcastle United) wins a free kick on the left wing. Foul by James Justin (Leicester City). Substitution Substitution Delay in match because of an injury Facundo Buonanotte (Leicester City). Delay over. They are ready to continue. Corner, Newcastle United. Conceded by Victor Kristiansen. Attempt saved. Harvey Barnes (Newcastle United) right footed shot from outside the box is saved in the centre of the goal. Assisted by Lewis Hall. Attempt missed. Lewis Hall (Newcastle United) header from the centre of the box misses to the left. Assisted by Harvey Barnes with a cross. Offside, Leicester City. Victor Kristiansen is caught offside. Fourth official has announced 5 minutes of added time. Harvey Barnes (Newcastle United) wins a free kick on the right wing. Foul by Jannik Vestergaard (Leicester City). Yellow card Joe Willock (Newcastle United) wins a free kick on the left wing. Foul by Caleb Okoli (Leicester City). Yellow card Second Half ends, Newcastle United 4, Leicester City 0.","The second half saw Newcastle United dominate, with several blocked shots and saves denying them further goals. Harvey Barnes was a key attacking threat, having multiple shots saved. Several fouls resulted in free kicks for both sides, while both Caleb Okoli and Jannik Vestergaard received yellow cards. The half ended with Newcastle winning with a score of 4-0 against Leicester."
"First Half begins. Mario Lemina (Wolverhampton Wanderers) wins a free kick in the attacking half. Foul by Conor Chaplin (Ipswich Town). Jean-Ricner Bellegarde (Wolverhampton Wanderers) wins a free kick on the right wing. Foul by Jens Cajuste (Ipswich Town). Foul by Matt Doherty (Wolverhampton Wanderers). Leif Davis (Ipswich Town) wins a free kick on the left wing. Matheus Cunha (Wolverhampton Wanderers) wins a free kick in the defensive half. Foul by Sam Morsy (Ipswich Town). Foul by Matt Doherty (Wolverhampton Wanderers). Omari Hutchinson (Ipswich Town) wins a free kick in the defensive half. Foul by Santiago Bueno (Wolverhampton Wanderers). Liam Delap (Ipswich Town) wins a free kick in the attacking half. Corner, Ipswich Town. Conceded by Matt Doherty. Attempt blocked. Conor Chaplin (Ipswich Town) left footed shot from outside the box is blocked. Attempt blocked. Omari Hutchinson (Ipswich Town) right footed shot from the centre of the box is blocked. Assisted by Liam Delap. Attempt blocked. Conor Chaplin (Ipswich Town) left footed shot from the centre of the box is blocked. GOAL! Foul by André (Wolverhampton Wanderers). Omari Hutchinson (Ipswich Town) wins a free kick in the defensive half. Attempt missed. Mario Lemina (Wolverhampton Wanderers) right footed shot from outside the box is high and wide to the right. Offside, Ipswich Town. Liam Delap is caught offside. Attempt missed. Jean-Ricner Bellegarde (Wolverhampton Wanderers) right footed shot from the centre of the box is too high. Assisted by Mario Lemina.","The first half saw several fouls, leading to numerous free kicks for both Wolverhampton Wanderers and Ipswich Town. Ipswich had a corner and multiple shots blocked, with Omari Hutchinson having several attempts blocked. Ipswich managed to score a goal following a free kick taken by Liam Delap. Mario Lemina had a shot that was high and wide, while Jean-Ricner Bellegarde also missed the target."
"Omari Hutchinson (Ipswich Town) wins a free kick in the attacking half. Foul by Matheus Cunha (Wolverhampton Wanderers). Corner, Wolverhampton Wanderers. Conceded by Cameron Burgess. Rayan Aït-Nouri (Wolverhampton Wanderers) wins a free kick on the left wing. Foul by Conor Chaplin (Ipswich Town). Attempt saved. Jørgen Strand Larsen (Wolverhampton Wanderers) left footed shot from the centre of the box is saved in the bottom right corner. Assisted by Rayan Aït-Nouri with a through ball. Delay in match because of an injury Conor Chaplin (Ipswich Town). Delay over. They are ready to continue. Jean-Ricner Bellegarde (Wolverhampton Wanderers) wins a free kick in the attacking half. Foul by Leif Davis (Ipswich Town). Attempt blocked. Jørgen Strand Larsen (Wolverhampton Wanderers) right footed shot from the right side of the box is blocked. Assisted by Jean-Ricner Bellegarde with a headed pass. Attempt blocked. Mario Lemina (Wolverhampton Wanderers) right footed shot from outside the box is blocked. Assisted by Jean-Ricner Bellegarde. Attempt saved. Omari Hutchinson (Ipswich Town) left footed shot from outside the box is saved in the bottom left corner. Assisted by Jens Cajuste.","Wolverhampton Wanderers had several attempts on goal, including a saved shot by Jørgen Strand Larsen and a blocked shot by Mario Lemina, but Ipswich Town's Omari Hutchinson also had a shot saved. Multiple free kicks were awarded to both teams, and Conor Chaplin suffered an injury for Ipswich."
"Fourth official has announced 3 minutes of added time. Foul by Rayan Aït-Nouri (Wolverhampton Wanderers). Wes Burns (Ipswich Town) wins a free kick in the attacking half. Yellow card Jean-Ricner Bellegarde (Wolverhampton Wanderers) wins a free kick in the defensive half. Foul by Jens Cajuste (Ipswich Town). First Half ends, Wolverhampton Wanderers 0, Ipswich Town 1. Substitution Second Half begins Wolverhampton Wanderers 0, Ipswich Town 1. Corner, Wolverhampton Wanderers. Conceded by Harry Clarke. Attempt saved. Wes Burns (Ipswich Town) right footed shot from the right side of the box is saved in the centre of the goal. Assisted by Sam Morsy. Foul by Santiago Bueno (Wolverhampton Wanderers). Liam Delap (Ipswich Town) wins a free kick in the defensive half. Jens Cajuste (Ipswich Town) wins a free kick in the defensive half. Foul by Jean-Ricner Bellegarde (Wolverhampton Wanderers). Corner, Wolverhampton Wanderers. Conceded by Leif Davis. Offside, Ipswich Town. Liam Delap is caught offside. Jens Cajuste (Ipswich Town) wins a free kick in the defensive half. Foul by Matheus Cunha (Wolverhampton Wanderers). Delay in match because of an injury Matheus Cunha (Wolverhampton Wanderers). Delay over. They are ready to continue. Attempt missed. Liam Delap (Ipswich Town) left footed shot from the centre of the box misses to the left. Assisted by Wes Burns. Offside, Ipswich Town. Omari Hutchinson is caught offside. Offside, Wolverhampton Wanderers. Matt Doherty is caught offside. Rayan Aït-Nouri (Wolverhampton Wanderers) wins a free kick in the defensive half. Foul by Harry Clarke (Ipswich Town). Yellow card Foul by Nélson Semedo (Wolverhampton Wanderers). Leif Davis (Ipswich Town) wins a free kick on the left wing. Nélson Semedo (Wolverhampton Wanderers) wins a free kick in the defensive half. Foul by Conor Chaplin (Ipswich Town). Substitution Rayan Aït-Nouri (Wolverhampton Wanderers) wins a free kick in the attacking half. Foul by Conor Chaplin (Ipswich Town). Attempt blocked. Leif Davis (Ipswich Town) left footed shot from the left side of the box is blocked. Assisted by Omari Hutchinson. Offside, Wolverhampton Wanderers. Jørgen Strand Larsen is caught offside. Attempt blocked. Rayan Aït-Nouri (Wolverhampton Wanderers) left footed shot from the left side of the box is blocked. Assisted by Jean-Ricner Bellegarde. Corner, Wolverhampton Wanderers. Conceded by Harry Clarke. Foul by Tommy Doyle (Wolverhampton Wanderers). Leif Davis (Ipswich Town) wins a free kick on the left wing.","Ipswich Town leads 1-0 at halftime. The second half saw several fouls and free kicks, with both teams earning corners. Both sides had offside calls, and Liam Delap had a missed shot on goal. Nélson Semedo of Wolverhampton Wanderers received a yellow card. Multiple substitutions occurred, and the match continued with several blocked attempts."
"GOAL! Substitution Foul by Mario Lemina (Wolverhampton Wanderers). Jens Cajuste (Ipswich Town) wins a free kick in the defensive half. Substitution Substitution Attempt blocked. Jørgen Strand Larsen (Wolverhampton Wanderers) right footed shot from the centre of the box is blocked. Assisted by Toti Gomes. Corner, Wolverhampton Wanderers. Conceded by Cameron Burgess. Attempt blocked. Matheus Cunha (Wolverhampton Wanderers) right footed shot from the centre of the box is blocked. Corner, Wolverhampton Wanderers. Conceded by Dara O'Shea. Attempt saved. Jørgen Strand Larsen (Wolverhampton Wanderers) right footed shot from the centre of the box is saved in the bottom right corner. Assisted by Matheus Cunha with a cross. Corner, Wolverhampton Wanderers. Conceded by Arijanet Muric. Corner, Ipswich Town. Conceded by Rayan Aït-Nouri. Offside, Ipswich Town. Liam Delap is caught offside. Attempt saved. Matheus Cunha (Wolverhampton Wanderers) right footed shot from outside the box is saved in the bottom left corner. Assisted by Tommy Doyle. Attempt missed. Jørgen Strand Larsen (Wolverhampton Wanderers) left footed shot from the centre of the box is close, but misses to the left. Assisted by Gonçalo Guedes with a cross. Substitution Substitution Attempt saved. Matheus Cunha (Wolverhampton Wanderers) left footed shot from the left side of the box is saved in the bottom left corner. Assisted by Tommy Doyle. Attempt missed. Matheus Cunha (Wolverhampton Wanderers) right footed shot from the centre of the box is too high following a fast break. Attempt missed. Tommy Doyle (Wolverhampton Wanderers) right footed shot from outside the box misses to the right. Assisted by Matheus Cunha. Attempt saved. Tommy Doyle (Wolverhampton Wanderers) right footed shot from outside the box is saved in the centre of the goal. Assisted by Jørgen Strand Larsen. Foul by Mario Lemina (Wolverhampton Wanderers). Omari Hutchinson (Ipswich Town) wins a free kick in the defensive half. Fourth official has announced 3 minutes of added time. Attempt blocked. Jack Clarke (Ipswich Town) right footed shot from outside the box is blocked. Assisted by Harry Clarke. Attempt missed. Ali Al-Hamadi (Ipswich Town) left footed shot from the right side of the box misses to the right. Assisted by Omari Hutchinson. Corner, Ipswich Town. Conceded by Toti Gomes. GOAL! Yellow card Yellow card Second Half ends, Wolverhampton Wanderers 1, Ipswich Town 2. Second yellow card to Rayan Aït-Nouri (Wolverhampton Wanderers).","Ipswich Town lead Wolverhampton Wanderers 2-1 at the end of the second half with one goal apiece. Wolverhampton’s Rayan Aït-Nouri received a second yellow card, resulting in his dismissal. Several Wolverhampton attempts were saved, and Matheus Cunha had several attempts blocked and missed."
"First Half begins. Foul by Ryan Yates (Nottingham Forest). Boubacar Kamara (Aston Villa) wins a free kick on the right wing. Foul by Jhon Durán (Aston Villa). Nikola Milenkovic (Nottingham Forest) wins a free kick in the defensive half. Matz Sels (Nottingham Forest) wins a free kick in the defensive half. Foul by Morgan Rogers (Aston Villa). Delay in match because of an injury Jhon Durán (Aston Villa). Delay over. They are ready to continue. Offside, Aston Villa. Matty Cash is caught offside. Attempt missed. Nikola Milenkovic (Nottingham Forest) header from the centre of the box is high and wide to the left. Assisted by Murillo. Delay in match because of an injury Ryan Yates (Nottingham Forest). Delay over. They are ready to continue. Foul by Chris Wood (Nottingham Forest). Ezri Konsa (Aston Villa) wins a free kick in the defensive half. Attempt missed. Jhon Durán (Aston Villa) left footed shot from outside the box is high and wide to the left. Assisted by John McGinn. Foul by Nicolás Domínguez (Nottingham Forest). Pau Torres (Aston Villa) wins a free kick in the defensive half. Attempt missed. Ryan Yates (Nottingham Forest) right footed shot from outside the box is high and wide to the right. Assisted by Callum Hudson-Odoi.",The first half saw a series of fouls and free kicks for both Aston Villa and Nottingham Forest. There were delays due to injuries for Jhon Durán and Ryan Yates. Nikola Milenkovic had a header go wide while Jhon Durán's shot also missed the target.
"Foul by Jhon Durán (Aston Villa). Murillo (Nottingham Forest) wins a free kick in the attacking half. Attempt blocked. Elliot Anderson (Nottingham Forest) right footed shot from the left side of the box is blocked. Assisted by Callum Hudson-Odoi. Corner, Nottingham Forest. Conceded by Boubacar Kamara. Attempt missed. Murillo (Nottingham Forest) header from the centre of the box is close, but misses to the left. Assisted by Elliot Anderson with a cross following a corner. Attempt blocked. Chris Wood (Nottingham Forest) right footed shot from the left side of the box is blocked. Assisted by Ola Aina. Foul by Elliot Anderson (Nottingham Forest). Morgan Rogers (Aston Villa) wins a free kick on the right wing. Attempt missed. Ezri Konsa (Aston Villa) header from the centre of the box is close, but misses to the left. Assisted by John McGinn with a cross following a set piece situation. Ryan Yates (Nottingham Forest) wins a free kick in the defensive half. Foul by Jhon Durán (Aston Villa). Delay in match because of an injury Murillo (Nottingham Forest). Delay over. They are ready to continue. Attempt blocked. Morgan Rogers (Aston Villa) left footed shot from the right side of the box is blocked. Assisted by Matty Cash.","The match saw a series of blocked shots and missed attempts from both Nottingham Forest and Aston Villa. Murillo had a close header for Forest, while Ezri Konsa missed for Villa. Jhon Durán committed two fouls for Villa, contributing to several free kicks and a delay due to a Murillo injury."
"Attempt saved. Matty Cash (Aston Villa) right footed shot from the right side of the box is saved in the bottom left corner. Assisted by Morgan Rogers. Fourth official has announced 3 minutes of added time. Foul by Nicolás Domínguez (Nottingham Forest). Morgan Rogers (Aston Villa) wins a free kick in the defensive half. Offside, Nottingham Forest. Elliot Anderson is caught offside. First Half ends, Nottingham Forest 0, Aston Villa 0. Second Half begins Nottingham Forest 0, Aston Villa 0. Foul by Callum Hudson-Odoi (Nottingham Forest). Ezri Konsa (Aston Villa) wins a free kick in the defensive half. Jhon Durán (Aston Villa) wins a free kick in the attacking half. Foul by Murillo (Nottingham Forest). Corner, Aston Villa. Conceded by Murillo. Attempt blocked. Ezri Konsa (Aston Villa) header from very close range is blocked. Assisted by Youri Tielemans with a cross. Ola Aina (Nottingham Forest) wins a free kick in the defensive half. Foul by John McGinn (Aston Villa). Foul by Neco Williams (Nottingham Forest). Morgan Rogers (Aston Villa) wins a free kick in the attacking half. Offside, Aston Villa. Lucas Digne is caught offside. Corner, Aston Villa. Conceded by Neco Williams. Attempt missed. Jhon Durán (Aston Villa) left footed shot from a difficult angle on the left is just a bit too high. Assisted by John McGinn with a cross following a corner. Attempt blocked. Callum Hudson-Odoi (Nottingham Forest) right footed shot from the left side of the box is blocked. Assisted by Morgan Gibbs-White. Attempt missed. Neco Williams (Nottingham Forest) right footed shot from outside the box misses to the right. Corner, Nottingham Forest. Conceded by Ezri Konsa. Attempt saved. Nicolás Domínguez (Nottingham Forest) header from very close range is saved in the centre of the goal. Assisted by Morgan Gibbs-White with a headed pass. Corner, Nottingham Forest. Conceded by Pau Torres. Attempt saved. Ryan Yates (Nottingham Forest) header from the centre of the box is saved in the top centre of the goal. Assisted by Elliot Anderson with a cross. Foul by Morgan Gibbs-White (Nottingham Forest). Morgan Rogers (Aston Villa) wins a free kick in the defensive half. GOAL! Attempt blocked. Morgan Gibbs-White (Nottingham Forest) right footed shot from outside the box is blocked. Assisted by Elliot Anderson. Attempt saved. Neco Williams (Nottingham Forest) right footed shot from the left side of the box is saved in the bottom left corner. Assisted by Callum Hudson-Odoi. Attempt missed. Nicolás Domínguez (Nottingham Forest) left footed shot from outside the box is too high. Substitution Substitution Foul by Ola Aina (Nottingham Forest). John McGinn (Aston Villa) wins a free kick in the attacking half. Foul by Jota Silva (Nottingham Forest). John McGinn (Aston Villa) wins a free kick in the attacking half.","The first half concluded goalless. The second half saw several blocked shots and missed attempts from both sides. Nottingham Forest had multiple corner attempts, with Dominguez and Yates having saved headers. Despite Villa's efforts and Gibbs-White's blocked shot, no goals were scored."
"Matz Sels (Nottingham Forest) wins a free kick in the defensive half. Foul by Jhon Durán (Aston Villa). Yellow card Attempt missed. Elliot Anderson (Nottingham Forest) right footed shot from the centre of the box misses to the left. Substitution Substitution Pau Torres (Aston Villa) wins a free kick in the attacking half. Foul by Chris Wood (Nottingham Forest). Substitution Attempt saved. Morgan Gibbs-White (Nottingham Forest) header from the left side of the six yard box is saved in the top centre of the goal. Offside, Nottingham Forest. Anthony Elanga is caught offside. GOAL OVERTURNED BY VAR: Chris Wood (Nottingham Forest) scores but the goal is ruled out after a VAR review. VAR decision Corner, Nottingham Forest. Conceded by Pau Torres. GOAL! Delay in match because of an injury Emiliano Martínez (Aston Villa). Delay over. They are ready to continue. Corner, Aston Villa. Conceded by Matz Sels. Fourth official has announced 7 minutes of added time. Substitution Substitution Attempt blocked. Neco Williams (Nottingham Forest) right footed shot from outside the box is blocked. Assisted by Jota Silva. GOAL! Substitution Attempt missed. John McGinn (Aston Villa) left footed shot from the left side of the box is too high. Second Half ends, Nottingham Forest 2, Aston Villa 1.","Aston Villa's Jhon Durán received a yellow card for a foul. Elliot Anderson missed a shot, while Morgan Gibbs-White had a header saved. A Chris Wood goal for Nottingham Forest was overturned by VAR, but they later scored. Aston Villa's Emiliano Martínez suffered an injury, and seven minutes of added time were announced. Nottingham Forest lead 2-1 at the end of the second half."
"First Half begins. Corner, Crystal Palace. Conceded by Pervis Estupiñán. Attempt missed. Ismaïla Sarr (Crystal Palace) header from the right side of the six yard box misses to the left. Assisted by Will Hughes with a cross following a corner. Offside, Brighton and Hove Albion. Yankuba Minteh is caught offside. Attempt saved. Kaoru Mitoma (Brighton and Hove Albion) left footed shot from the left side of the box is saved in the bottom left corner. Assisted by João Pedro. Corner, Brighton and Hove Albion. Conceded by Dean Henderson. Foul by Lewis Dunk (Brighton and Hove Albion). Daniel Muñoz (Crystal Palace) wins a free kick in the defensive half. Delay in match because of an injury Yankuba Minteh (Brighton and Hove Albion). Delay over. They are ready to continue. Will Hughes (Crystal Palace) wins a free kick in the defensive half. Foul by João Pedro (Brighton and Hove Albion). Georginio Rutter (Brighton and Hove Albion) wins a free kick in the attacking half. Foul by Will Hughes (Crystal Palace). Foul by Jean-Philippe Mateta (Crystal Palace). Carlos Baleba (Brighton and Hove Albion) wins a free kick in the defensive half. Attempt blocked. Georginio Rutter (Brighton and Hove Albion) left footed shot from outside the box is blocked. Carlos Baleba (Brighton and Hove Albion) wins a free kick in the defensive half. Foul by Jean-Philippe Mateta (Crystal Palace). Attempt missed. Carlos Baleba (Brighton and Hove Albion) left footed shot from outside the box is high and wide to the left. Foul by Yankuba Minteh (Brighton and Hove Albion). Jefferson Lerma (Crystal Palace) wins a free kick in the attacking half. Corner, Crystal Palace. Conceded by Tariq Lamptey. Eberechi Eze (Crystal Palace) wins a free kick in the defensive half. Foul by Tariq Lamptey (Brighton and Hove Albion). Foul by Maxence Lacroix (Crystal Palace). João Pedro (Brighton and Hove Albion) wins a free kick on the left wing.","The first half featured multiple corners for both sides, with Crystal Palace and Brighton trading possession in the early stages. Kaoru Mitoma had a shot on target, saved by the keeper. There were several fouls committed by both teams, resulting in free kicks, and a brief injury delay for Yankuba Minteh."
"Attempt blocked. Jean-Philippe Mateta (Crystal Palace) right footed shot from outside the box is blocked. Assisted by Eberechi Eze. Corner, Crystal Palace. Conceded by Jan Paul van Hecke. Corner, Crystal Palace. Conceded by Georginio Rutter. GOAL! Attempt missed. Yasin Ayari (Brighton and Hove Albion) left footed shot from the centre of the box is too high. Assisted by Kaoru Mitoma. Attempt saved. Daniel Muñoz (Crystal Palace) right footed shot from the centre of the box is saved in the bottom right corner. Assisted by Tyrick Mitchell. Attempt blocked. Ismaïla Sarr (Crystal Palace) left footed shot from the right side of the box is blocked. Trevoh Chalobah (Crystal Palace) wins a free kick on the right wing. Foul by Kaoru Mitoma (Brighton and Hove Albion). Foul by Georginio Rutter (Brighton and Hove Albion). Tyrick Mitchell (Crystal Palace) wins a free kick in the defensive half. GOAL! Attempt blocked. Carlos Baleba (Brighton and Hove Albion) left footed shot from outside the box is blocked. Assisted by Kaoru Mitoma. Jefferson Lerma (Crystal Palace) wins a free kick in the defensive half. Foul by Georginio Rutter (Brighton and Hove Albion). Attempt missed. Eberechi Eze (Crystal Palace) header from the centre of the box is close, but misses to the right. Assisted by Daniel Muñoz with a cross. Foul by Marc Guéhi (Crystal Palace). Georginio Rutter (Brighton and Hove Albion) wins a free kick in the defensive half. Offside, Crystal Palace. Jean-Philippe Mateta is caught offside.","Crystal Palace had several attempts blocked, with Daniel Muñoz having a shot saved. Brighton scored one goal, with a saved attempt by Carlos Baleba.  Eberechi Eze missed a header for Palace. The match saw several fouls, resulting in free kicks for both sides, with Georginio Rutter conceding twice."
"Fourth official has announced 4 minutes of added time. Ismaïla Sarr (Crystal Palace) wins a free kick in the defensive half. Foul by Lewis Dunk (Brighton and Hove Albion). Yellow card Attempt missed. Tariq Lamptey (Brighton and Hove Albion) left footed shot from outside the box is high and wide to the left. Assisted by Jan Paul van Hecke. Tariq Lamptey (Brighton and Hove Albion) wins a free kick in the defensive half. Foul by Marc Guéhi (Crystal Palace). Yellow card First Half ends, Brighton and Hove Albion 0, Crystal Palace 2. Substitution Second Half begins Brighton and Hove Albion 0, Crystal Palace 2. Ismaïla Sarr (Crystal Palace) wins a free kick in the defensive half. Foul by Kaoru Mitoma (Brighton and Hove Albion). Attempt blocked. Kaoru Mitoma (Brighton and Hove Albion) right footed shot from the left side of the box is blocked. Corner, Brighton and Hove Albion. Conceded by Tyrick Mitchell. Carlos Baleba (Brighton and Hove Albion) wins a free kick in the attacking half. Foul by Jean-Philippe Mateta (Crystal Palace). João Pedro (Brighton and Hove Albion) wins a free kick on the left wing. Foul by Daniel Muñoz (Crystal Palace). Yellow card Attempt blocked. João Pedro (Brighton and Hove Albion) right footed shot from the left side of the box is blocked. Assisted by Yasin Ayari. Attempt blocked. Kaoru Mitoma (Brighton and Hove Albion) right footed shot from the left side of the box is blocked. Assisted by João Pedro. Georginio Rutter (Brighton and Hove Albion) wins a free kick on the right wing. Foul by Tyrick Mitchell (Crystal Palace). Attempt saved. Lewis Dunk (Brighton and Hove Albion) header from the centre of the box is saved in the top right corner. Assisted by Yasin Ayari with a cross. Corner, Brighton and Hove Albion. Conceded by Dean Henderson. Attempt blocked. Lewis Dunk (Brighton and Hove Albion) header from very close range is blocked. Assisted by Pervis Estupiñán with a cross. Attempt saved. Julio Enciso (Brighton and Hove Albion) right footed shot from outside the box is saved in the bottom right corner. Assisted by Carlos Baleba. Corner, Brighton and Hove Albion. Conceded by Dean Henderson. Substitution Substitution Foul by Jan Paul van Hecke (Brighton and Hove Albion). Eddie Nketiah (Crystal Palace) wins a free kick in the defensive half. Corner, Crystal Palace. Conceded by Jan Paul van Hecke. Foul by Ismaïla Sarr (Crystal Palace). Pervis Estupiñán (Brighton and Hove Albion) wins a free kick in the defensive half. Yellow card","Brighton trailed Crystal Palace 0-2 at halftime. The second half saw Brighton attempt to close the gap with several shots blocked and a saved header. Crystal Palace earned freekicks, including one following a foul by Kaoru Mitoma. Both teams received yellow cards. Brighton had a flurry of corners but were unable to convert before a late yellow card for Ismaïla Sarr."
